FIPS,name,AVGhmid
48343,"Morris County, TX",328
48345,"Motley County, TX",0
48347,"Nacogdoches County, TX",597
48349,"Navarro County, TX",587
48351,"Newton County, TX",389
48353,"Nolan County, TX",319
48355,"Nueces County, TX",882
48357,"Ochiltree County, TX",455
48359,"Oldham County, TX",475
48361,"Orange County, TX",723
48363,"Palo Pinto County, TX",661
48365,"Panola County, TX",759
48367,"Parker County, TX",1902
48369,"Parmer County, TX",296
48371,"Pecos County, TX",339
48373,"Polk County, TX",638
48375,"Potter County, TX",580
48377,"Presidio County, TX",193
48379,"Rains County, TX",814
48381,"Randall County, TX",1239
48383,"Reagan County, TX",251
48385,"Real County, TX",639
48387,"Red River County, TX",313
48389,"Reeves County, TX",188
48391,"Refugio County, TX",393
48393,"Roberts County, TX",0
48395,"Robertson County, TX",604
48397,"Rockwall County, TX",2830
48399,"Runnels County, TX",267
48401,"Rusk County, TX",708
48403,"Sabine County, TX",480
48405,"San Augustine Coun, TX",286
48407,"San Jacinto County, TX",731
48409,"San Patricio Count, TX",722
48411,"San Saba County, TX",368
48413,"Schleicher County, TX",384
48415,"Scurry County, TX",444
48417,"Shackelford County, TX",605
48419,"Shelby County, TX",476
48421,"Sherman County, TX",280
48423,"Smith County, TX",1046
48425,"Somervell County, TX",1340
48427,"Starr County, TX",277
48429,"Stephens County, TX",361
48431,"Sterling County, TX",347
48433,"Stonewall County, TX",0
48435,"Sutton County, TX",668
48437,"Swisher County, TX",179
48439,"Tarrant County, TX",1427
48441,"Taylor County, TX",678
48443,"Terrell County, TX",0
48445,"Terry County, TX",238
48447,"Throckmorton Count, TX",115
48449,"Titus County, TX",530
48451,"Tom Green County, TX",679
48453,"Travis County, TX",1785
48455,"Trinity County, TX",418
48457,"Tyler County, TX",469
48459,"Upshur County, TX",766
48461,"Upton County, TX",323
48463,"Uvalde County, TX",511
48465,"Val Verde County, TX",493
48467,"Van Zandt County, TX",798
48469,"Victoria County, TX",751
48471,"Walker County, TX",642
48473,"Waller County, TX",1273
48475,"Ward County, TX",310
48477,"Washington County, TX",1006
48479,"Webb County, TX",722
48481,"Wharton County, TX",571
48483,"Wheeler County, TX",298
48485,"Wichita County, TX",575
48487,"Wilbarger County, TX",230
48489,"Willacy County, TX",223
48491,"Williamson County, TX",2167
48493,"Wilson County, TX",1522
48495,"Winkler County, TX",217
48497,"Wise County, TX",1322
48499,"Wood County, TX",748
48501,"Yoakum County, TX",399
48503,"Young County, TX",575
48505,"Zapata County, TX",395
48507,"Zavala County, TX",141
49001,"Beaver County, UT",1234
49003,"Box Elder County, UT",1715
49005,"Cache County, UT",1667
49007,"Carbon County, UT",1079
49009,"Daggett County, UT",1165
49011,"Davis County, UT",2789
49013,"Duchesne County, UT",1712
49015,"Emery County, UT",956
49017,"Garfield County, UT",1064
49019,"Grand County, UT",1319
49021,"Iron County, UT",1559
49023,"Juab County, UT",1711
49025,"Kane County, UT",1494
49027,"Millard County, UT",1097
49029,"Morgan County, UT",3792
49031,"Piute County, UT",738
49033,"Rich County, UT",1790
49035,"Salt Lake County, UT",2379
49037,"San Juan County, UT",974
49039,"Sanpete County, UT",1460
49041,"Sevier County, UT",1224
49043,"Summit County, UT",4466
49045,"Tooele County, UT",2462
49047,"Uintah County, UT",2007
49049,"Utah County, UT",2480
49051,"Wasatch County, UT",3154
49053,"Washington County, UT",2116
49055,"Wayne County, UT",886
49057,"Weber County, UT",1910
50001,"Addison County, VT",1530
50003,"Bennington County, VT",1387
50005,"Caledonia County, VT",923
50007,"Chittenden County, VT",2083
50009,"Essex County, VT",523
50011,"Franklin County, VT",1577
50013,"Grand Isle County, VT",1871
50015,"Lamoille County, VT",1519
50017,"Orange County, VT",1167
50019,"Orleans County, VT",763
50021,"Rutland County, VT",1110
50023,"Washington County, VT",1425
50025,"Windham County, VT",1120
50027,"Windsor County, VT",1405
51001,"Accomack County, VA",1017
51003,"Albemarle County, VA",2925
51005,"Alleghany County, VA",722
51007,"Amelia County, VA",1921
51009,"Amherst County, VA",1292
51011,"Appomattox County, VA",1266
51013,"Arlington County, VA",3698
51015,"Augusta County, VA",1727
51017,"Bath County, VA",853
51019,"Bedford County, VA",2101
51021,"Bland County, VA",617
51023,"Botetourt County, VA",2344
51025,"Brunswick County, VA",865
51027,"Buchanan County, VA",323
51029,"Buckingham County, VA",1134
51031,"Campbell County, VA",1210
51033,"Caroline County, VA",2461
51035,"Carroll County, VA",615
51036,"Charles City Count, VA",1748
51037,"Charlotte County, VA",762
51041,"Chesterfield Count, VA",3020
51043,"Clarke County, VA",3675
51045,"Craig County, VA",1225
51047,"Culpeper County, VA",3148
51049,"Cumberland County, VA",1314
51051,"Dickenson County, VA",284
51053,"Dinwiddie County, VA",1799
51057,"Essex County, VA",1637
51059,"Fairfax County, VA",4805
51061,"Fauquier County, VA",4565
51063,"Floyd County, VA",1044
51065,"Fluvanna County, VA",2654
51067,"Franklin County, VA",1638
51069,"Frederick County, VA",2805
51071,"Giles County, VA",856
51073,"Gloucester County, VA",2567
51075,"Goochland County, VA",4244
51077,"Grayson County, VA",657
51079,"Greene County, VA",2474
51081,"Greensville County, VA",846
51083,"Halifax County, VA",788
51085,"Hanover County, VA",3250
51087,"Henrico County, VA",2554
51089,"Henry County, VA",622
51091,"Highland County, VA",872
51093,"Isle of Wight Coun, VA",3308
51095,"James City County, VA",3613
51097,"King and Queen Cou, VA",1690
51099,"King George County, VA",3825
51101,"King William Count, VA",2474
51103,"Lancaster County, VA",2369
51105,"Lee County, VA",452
51107,"Loudoun County, VA",6365
51109,"Louisa County, VA",2573
51111,"Lunenburg County, VA",833
51113,"Madison County, VA",2053
51115,"Mathews County, VA",2108
51117,"Mecklenburg County, VA",1092
51119,"Middlesex County, VA",2024
51121,"Montgomery County, VA",1694
51125,"Nelson County, VA",1718
51127,"New Kent County, VA",3476
51131,"Northampton County, VA",1252
51133,"Northumberland Cou, VA",2296
51135,"Nottoway County, VA",978
51137,"Orange County, VA",2659
51139,"Page County, VA",1193
51141,"Patrick County, VA",669
51143,"Pittsylvania Count, VA",956
51145,"Powhatan County, VA",3546
51147,"Prince Edward Coun, VA",1159
51149,"Prince George Coun, VA",2164
51153,"Prince William Cou, VA",4534
51155,"Pulaski County, VA",1055
51157,"Rappahannock Count, VA",3102
51159,"Richmond County, VA",1160
51161,"Roanoke County, VA",2124
51163,"Rockbridge County, VA",1587
51165,"Rockingham County, VA",1694
51167,"Russell County, VA",603
51169,"Scott County, VA",527
51171,"Shenandoah County, VA",1769
51173,"Smyth County, VA",545
51175,"Southampton County, VA",1655
51177,"Spotsylvania Count, VA",3706
51179,"Stafford County, VA",4667
51181,"Surry County, VA",1795
51183,"Sussex County, VA",1152
51185,"Tazewell County, VA",735
51187,"Warren County, VA",2726
51191,"Washington County, VA",1128
51193,"Westmoreland Count, VA",1964
51195,"Wise County, VA",556
51197,"Wythe County, VA",809
51199,"York County, VA",3297
51510,"Alexandria city, VA",3653
51520,"Bristol city, VA",640
51530,"Buena Vista city, VA",867
51540,"Charlottesville ci, VA",1716
51550,"Chesapeake city, VA",3274
51570,"Colonial Heights c, VA",1479
51580,"Covington city, VA",338
51590,"Danville city, VA",643
51595,"Emporia city, VA",594
51600,"Fairfax city, VA",4337
51610,"Falls Church city, VA",5450
51620,"Franklin city, VA",1314
51630,"Fredericksburg cit, VA",2373
51640,"Galax city, VA",630
51650,"Hampton city, VA",1800
51660,"Harrisonburg city, VA",1085
51670,"Hopewell city, VA",990
51678,"Lexington city, VA",1762
51680,"Lynchburg city, VA",1112
51683,"Manassas city, VA",2873
51685,"Manassas Park city, VA",2848
51690,"Martinsville city, VA",662
51700,"Newport News city, VA",1579
51710,"Norfolk city, VA",1555
51720,"Norton city, VA",566
51730,"Petersburg city, VA",774
51735,"Poquoson city, VA",3644
51740,"Portsmouth city, VA",1635
51750,"Radford city, VA",1070
51760,"Richmond city, VA",1575
51770,"Roanoke city, VA",1080
51775,"Salem city, VA",1549
51790,"Staunton city, VA",1268
51800,"Suffolk city, VA",3302
51810,"Virginia Beach cit, VA",2902
51820,"Waynesboro city, VA",1206
51830,"Williamsburg city, VA",1809
51840,"Winchester city, VA",1585
53001,"Adams County, WA",506
53003,"Asotin County, WA",1254
53005,"Benton County, WA",1688
53007,"Chelan County, WA",1662
53009,"Clallam County, WA",1597
53011,"Clark County, WA",2569
53013,"Columbia County, WA",877
53015,"Cowlitz County, WA",1659
53017,"Douglas County, WA",1540
53019,"Ferry County, WA",715
53021,"Franklin County, WA",1223
53023,"Garfield County, WA",476
53025,"Grant County, WA",934
53027,"Grays Harbor Count, WA",1158
53029,"Island County, WA",2597
53031,"Jefferson County, WA",2000
53033,"King County, WA",3342
53035,"Kitsap County, WA",2791
53037,"Kittitas County, WA",1884
53039,"Klickitat County, WA",1400
53041,"Lewis County, WA",1364
53043,"Lincoln County, WA",929
53045,"Mason County, WA",1998
53047,"Okanogan County, WA",760
53049,"Pacific County, WA",1151
53051,"Pend Oreille Count, WA",1341
53053,"Pierce County, WA",2516
53055,"San Juan County, WA",2905
53057,"Skagit County, WA",2152
53059,"Skamania County, WA",2152
53061,"Snohomish County, WA",3220
53063,"Spokane County, WA",1610
53065,"Stevens County, WA",1265
53067,"Thurston County, WA",2342
53069,"Wahkiakum County, WA",1483
53071,"Walla Walla County, WA",1375
53073,"Whatcom County, WA",2085
53075,"Whitman County, WA",1047
53077,"Yakima County, WA",920
54001,"Barbour County, WV",410
54003,"Berkeley County, WV",1918
54005,"Boone County, WV",486
54007,"Braxton County, WV",419
54009,"Brooke County, WV",500
54011,"Cabell County, WV",815
54013,"Calhoun County, WV",416
54015,"Clay County, WV",323
54017,"Doddridge County, WV",414
54019,"Fayette County, WV",400
54021,"Gilmer County, WV",369
54023,"Grant County, WV",742
54025,"Greenbrier County, WV",729
54027,"Hampshire County, WV",1135
54029,"Hancock County, WV",484
54031,"Hardy County, WV",792
54033,"Harrison County, WV",825
54035,"Jackson County, WV",667
54037,"Jefferson County, WV",2976
54039,"Kanawha County, WV",825
54041,"Lewis County, WV",539
54043,"Lincoln County, WV",329
54045,"Logan County, WV",412
54047,"McDowell County, WV",82
54049,"Marion County, WV",653
54051,"Marshall County, WV",422
54053,"Mason County, WV",540
54055,"Mercer County, WV",502
54057,"Mineral County, WV",931
54059,"Mingo County, WV",311
54061,"Monongalia County, WV",1382
54063,"Monroe County, WV",526
54065,"Morgan County, WV",1303
54067,"Nicholas County, WV",459
54069,"Ohio County, WV",737
54071,"Pendleton County, WV",594
54073,"Pleasants County, WV",643
54075,"Pocahontas County, WV",443
54077,"Preston County, WV",696
54079,"Putnam County, WV",1591
54081,"Raleigh County, WV",773
54083,"Randolph County, WV",483
54085,"Ritchie County, WV",438
54087,"Roane County, WV",495
54089,"Summers County, WV",411
54091,"Taylor County, WV",764
54093,"Tucker County, WV",467
54095,"Tyler County, WV",380
54097,"Upshur County, WV",561
54099,"Wayne County, WV",556
54101,"Webster County, WV",129
54103,"Wetzel County, WV",313
54105,"Wirt County, WV",427
54107,"Wood County, WV",716
54109,"Wyoming County, WV",204
55001,"Adams County, WI",986
55003,"Ashland County, WI",702
55005,"Barron County, WI",977
55007,"Bayfield County, WI",1098
55009,"Brown County, WI",1465
55011,"Buffalo County, WI",873
55013,"Burnett County, WI",1173
55015,"Calumet County, WI",1606
55017,"Chippewa County, WI",1092
55019,"Clark County, WI",592
55021,"Columbia County, WI",1646
55023,"Crawford County, WI",638
55025,"Dane County, WI",2088
55027,"Dodge County, WI",1337
55029,"Door County, WI",1408
55031,"Douglas County, WI",1117
55033,"Dunn County, WI",1222
55035,"Eau Claire County, WI",1223
55037,"Florence County, WI",885
55039,"Fond du Lac County, WI",1230
55041,"Forest County, WI",603
55043,"Grant County, WI",716
55045,"Green County, WI",1451
55047,"Green Lake County, WI",1026
55049,"Iowa County, WI",1341
55051,"Iron County, WI",754
55053,"Jackson County, WI",798
55055,"Jefferson County, WI",1671
55057,"Juneau County, WI",897
55059,"Kenosha County, WI",1811
55061,"Kewaunee County, WI",1149
55063,"La Crosse County, WI",1290
55065,"Lafayette County, WI",826
55067,"Langlade County, WI",725
55069,"Lincoln County, WI",1069
55071,"Manitowoc County, WI",970
55073,"Marathon County, WI",1192
55075,"Marinette County, WI",834
55077,"Marquette County, WI",1171
55078,"Menominee County, WI",296
55079,"Milwaukee County, WI",1192
55081,"Monroe County, WI",1011
55083,"Oconto County, WI",1436
55085,"Oneida County, WI",1343
55087,"Outagamie County, WI",1403
55089,"Ozaukee County, WI",2736
55091,"Pepin County, WI",1026
55093,"Pierce County, WI",2093
55095,"Polk County, WI",1581
55097,"Portage County, WI",1115
55099,"Price County, WI",668
55101,"Racine County, WI",1650
55103,"Richland County, WI",813
55105,"Rock County, WI",1193
55107,"Rusk County, WI",638
55109,"St. Croix County, WI",2835
55111,"Sauk County, WI",1258
55113,"Sawyer County, WI",1084
55115,"Shawano County, WI",1001
55117,"Sheboygan County, WI",1284
55119,"Taylor County, WI",771
55121,"Trempealeau County, WI",1002
55123,"Vernon County, WI",888
55125,"Vilas County, WI",1371
55127,"Walworth County, WI",1828
55129,"Washburn County, WI",1157
55131,"Washington County, WI",2324
55133,"Waukesha County, WI",2732
55135,"Waupaca County, WI",1157
55137,"Waushara County, WI",1065
55139,"Winnebago County, WI",1244
55141,"Wood County, WI",841
56001,"Albany County, WY",1238
56003,"Big Horn County, WY",634
56005,"Campbell County, WY",1906
56007,"Carbon County, WY",1040
56009,"Converse County, WY",1205
56011,"Crook County, WY",1181
56013,"Fremont County, WY",998
56015,"Goshen County, WY",666
56017,"Hot Springs County, WY",739
56019,"Johnson County, WY",1432
56021,"Laramie County, WY",1570
56023,"Lincoln County, WY",1829
56025,"Natrona County, WY",1490
56027,"Niobrara County, WY",393
56029,"Park County, WY",1309
56031,"Platte County, WY",790
56033,"Sheridan County, WY",1624
56035,"Sublette County, WY",2228
56037,"Sweetwater County, WY",1584
56039,"Teton County, WY",2856
56041,"Uinta County, WY",1444
56043,"Washakie County, WY",815
56045,"Weston County, WY",877
